customerID,gender,senior_citizen,dependents,tenure,contract,internet_service,online_security,tech_support,streaming_tv,monthly_charges,total_charges,payment_method,app_usage_min_per_week,complaint_count_6m,satisfaction_rating,engagement_score,churn,tenure_bucket,monthly_charges_bin,churn_flag
CUST02217,Female,1,No,24,One year,Fiber optic,No,Yes,Yes,32.72,798.25,Electronic check,539,0,7,0.717,No,7-24,Low,0
CUST02218,Male,0,Yes,13,One year,DSL,No,Yes,Yes,25.62,324.63,Mailed check,163,0,4,0.333,No,7-24,Low,0
CUST02219,Female,0,No,16,Two year,DSL,Yes,Yes,Yes,145.75,2362.88,Mailed check,35,4,8,0.404,No,7-24,High,0
CUST02220,Female,0,Yes,69,Month-to-month,Fiber optic,No,Yes,Yes,85.32,5881.43,Electronic check,382,0,2,0.327,No,49+,Med-High,0
CUST02221,Male,0,No,66,Month-to-month,Fiber optic,No,No,Yes,148.65,9820.37,Credit card (automatic),219,0,10,0.641,No,49+,High,0
CUST02222,Male,0,No,67,Month-to-month,Fiber optic,No,Yes,No,115.49,7739.03,Mailed check,413,4,5,0.597,Yes,49+,High,1
CUST02223,Male,0,No,42,Month-to-month,Fiber optic,No,Yes,Yes,43.84,1888.85,Credit card (automatic),300,0,7,0.659,No,25-48,Low,0
CUST02224,Female,0,No,6,Month-to-month,Fiber optic,Yes,Yes,Yes,84.33,534.22,Bank transfer (automatic),343,0,1,0.382,No,0-6,Med-High,0
CUST02225,Female,0,No,38,One year,Fiber optic,Yes,Yes,Yes,51.3,1982.31,Credit card (automatic),565,5,3,0.632,Yes,25-48,Med-Low,1
CUST02226,Male,0,Yes,54,One year,DSL,No,Yes,Yes,56.08,3044.79,Electronic check,528,0,2,0.518,No,49+,Med-Low,0
CUST02227,Female,0,Yes,64,Month-to-month,Fiber optic,Yes,No,Yes,61.05,3957.03,Bank transfer (automatic),229,0,3,0.366,No,49+,Med-Low,0
CUST02228,Male,0,No,29,One year,Fiber optic,No,No,Yes,134.3,3896.24,Electronic check,27,0,8,0.431,Yes,25-48,High,1
CUST02229,Male,0,Yes,55,Two year,No,Yes,No,No,89.95,4977.06,Mailed check,596,0,3,0.621,No,49+,Med-High,0
CUST02230,Male,0,Yes,24,One year,No,Yes,Yes,Yes,146.25,3512.74,Bank transfer (automatic),486,3,8,0.808,No,7-24,High,0
CUST02231,Male,0,No,33,Month-to-month,DSL,Yes,Yes,No,55.85,1890.31,Electronic check,222,0,4,0.312,Yes,25-48,Med-Low,1
CUST02232,Female,0,No,27,Month-to-month,Fiber optic,Yes,No,No,113.73,3101.55,Electronic check,229,0,9,0.621,Yes,25-48,Med-High,1
CUST02233,Male,0,Yes,63,Month-to-month,DSL,No,Yes,No,23.73,1489.2,Credit card (automatic),600,0,5,0.804,No,49+,Low,0
CUST02234,Female,0,No,20,Two year,Fiber optic,Yes,Yes,No,105.59,2130.6,Credit card (automatic),356,3,4,0.421,No,7-24,Med-High,0
CUST02235,Female,0,No,26,Month-to-month,Fiber optic,Yes,Yes,No,110.59,2925.07,Bank transfer (automatic),566,1,6,0.694,Yes,25-48,Med-High,1
CUST02236,Male,0,Yes,32,Month-to-month,Fiber optic,Yes,Yes,Yes,96.99,3104.31,Mailed check,452,0,6,0.761,No,25-48,Med-High,0
CUST02237,Female,0,No,37,Month-to-month,Fiber optic,No,No,No,45.17,1667.45,Electronic check,74,0,7,0.371,Yes,25-48,Low,1
CUST02238,Female,0,No,38,Month-to-month,DSL,No,Yes,Yes,50.27,1912.98,Bank transfer (automatic),522,0,7,0.86,No,25-48,Med-Low,0
CUST02239,Female,0,Yes,53,Month-to-month,Fiber optic,Yes,No,Yes,145.91,7739.37,Mailed check,274,4,6,0.569,Yes,49+,High,1
CUST02240,Male,1,Yes,53,Month-to-month,DSL,Yes,Yes,Yes,77.68,4156.85,Electronic check,384,2,10,0.764,Yes,49+,Med-Low,1
CUST02241,Male,0,No,60,Month-to-month,Fiber optic,Yes,Yes,Yes,145.83,8753.02,Electronic check,389,0,9,0.701,No,49+,High,0
CUST02242,Male,0,Yes,11,One year,Fiber optic,Yes,Yes,No,102.64,1137.5,Bank transfer (automatic),450,1,7,0.779,No,7-24,Med-High,0
CUST02243,Female,0,No,60,Month-to-month,Fiber optic,No,Yes,No,99.29,5988.77,Mailed check,14,0,7,0.393,No,49+,Med-High,0
CUST02244,Female,0,Yes,12,Two year,DSL,Yes,No,Yes,145.1,1777.11,Mailed check,416,0,2,0.527,No,7-24,High,0
CUST02245,Male,0,Yes,60,Month-to-month,Fiber optic,Yes,Yes,Yes,92.62,5555.7,Mailed check,15,2,9,0.54,Yes,49+,Med-High,1
CUST02246,Female,0,Yes,68,Month-to-month,DSL,No,No,No,12.36,850.66,Credit card (automatic),498,2,7,0.722,Yes,49+,Low,1
CUST02247,Male,0,No,30,Month-to-month,Fiber optic,No,No,Yes,68.09,2069.21,Electronic check,130,4,10,0.615,Yes,25-48,Med-Low,1
CUST02248,Female,0,Yes,37,Month-to-month,Fiber optic,No,Yes,No,79.73,2958.57,Bank transfer (automatic),37,1,9,0.497,No,25-48,Med-Low,0
CUST02249,Male,0,No,5,Month-to-month,Fiber optic,Yes,Yes,No,55.53,271.46,Mailed check,22,4,6,0.379,Yes,0-6,Med-Low,1
CUST02250,Male,0,No,58,One year,Fiber optic,No,No,Yes,113.58,6608.17,Bank transfer (automatic),485,3,3,0.48,No,49+,Med-High,0
CUST02251,Female,0,No,31,One year,No,Yes,Yes,No,79.9,2473.5,Mailed check,600,0,7,0.875,No,25-48,Med-Low,0
CUST02252,Male,0,No,33,Month-to-month,Fiber optic,No,No,Yes,21.97,748.51,Electronic check,379,0,10,0.902,No,25-48,Low,0
CUST02253,Male,0,Yes,55,Month-to-month,Fiber optic,No,Yes,No,122.78,6802.12,Electronic check,35,0,8,0.337,No,49+,High,0
CUST02254,Female,0,No,46,Month-to-month,Fiber optic,Yes,Yes,No,66.25,3068.94,Electronic check,192,0,6,0.373,Yes,25-48,Med-Low,1
CUST02255,Male,0,No,60,Month-to-month,Fiber optic,Yes,Yes,Yes,111.95,6739.83,Electronic check,522,1,3,0.528,Yes,49+,Med-High,1
CUST02256,Male,1,No,60,Month-to-month,DSL,No,No,No,56.64,3428.21,Mailed check,334,3,4,0.537,No,49+,Med-Low,0
CUST02257,Male,0,No,5,One year,DSL,Yes,Yes,Yes,81.03,398.74,Bank transfer (automatic),68,3,8,0.51,No,0-6,Med-Low,0
CUST02258,Female,0,No,4,Month-to-month,No,Yes,No,No,47.46,230.8,Mailed check,437,0,4,0.557,No,0-6,Med-Low,0
CUST02259,Male,0,Yes,50,One year,DSL,Yes,No,No,58.9,2955.74,Electronic check,565,0,3,0.576,No,49+,Med-Low,0
CUST02260,Male,0,No,12,One year,Fiber optic,Yes,Yes,No,52.91,654.21,Electronic check,378,4,5,0.64,No,7-24,Med-Low,0
CUST02261,Male,0,Yes,46,Month-to-month,Fiber optic,Yes,No,Yes,72.01,3357.32,Mailed check,541,0,4,0.555,Yes,25-48,Med-Low,1
CUST02262,Male,0,No,46,Month-to-month,DSL,Yes,No,Yes,149.41,6870.44,Mailed check,581,0,10,0.975,No,25-48,High,0
CUST02263,Male,0,No,31,Month-to-month,Fiber optic,Yes,Yes,Yes,98.57,3054.56,Mailed check,540,0,2,0.63,No,25-48,Med-High,0
CUST02264,Male,1,Yes,55,Month-to-month,DSL,No,Yes,No,37.14,2088.01,Bank transfer (automatic),125,0,5,0.385,No,49+,Low,0
CUST02265,Male,0,No,36,Month-to-month,DSL,No,Yes,No,84.46,3076.18,Credit card (automatic),194,1,8,0.549,No,25-48,Med-High,0
CUST02266,Female,0,Yes,69,Month-to-month,Fiber optic,No,Yes,Yes,86.07,5930.85,Credit card (automatic),399,0,3,0.578,No,49+,Med-High,0
CUST02267,Female,0,No,46,Month-to-month,Fiber optic,No,Yes,No,95.89,4405.82,Bank transfer (automatic),534,1,10,1.033,No,25-48,Med-High,0
CUST02268,Male,0,No,3,Month-to-month,Fiber optic,Yes,Yes,No,99.11,322.02,Mailed check,515,3,6,0.72,No,0-6,Med-High,0
CUST02269,Female,1,Yes,0,Two year,DSL,Yes,No,No,101.68,101.69,Mailed check,453,0,6,0.755,No,0-6,Med-High,0
CUST02270,Female,0,No,48,Month-to-month,DSL,Yes,Yes,No,148.4,7136.71,Credit card (automatic),422,1,8,0.753,Yes,25-48,High,1
CUST02271,Male,1,Yes,16,One year,Fiber optic,Yes,No,Yes,95.72,1550.74,Credit card (automatic),509,0,4,0.689,Yes,7-24,Med-High,1
CUST02272,Male,0,Yes,20,One year,DSL,No,No,No,32.95,664.71,Credit card (automatic),36,0,1,0.113,No,7-24,Low,0
CUST02273,Male,0,No,60,One year,Fiber optic,No,No,No,55.89,3358.86,Bank transfer (automatic),177,1,10,0.678,Yes,49+,Med-Low,1
CUST02274,Female,0,No,44,One year,No,Yes,Yes,Yes,112.96,5011.12,Electronic check,35,0,9,0.513,Yes,25-48,Med-High,1
CUST02275,Male,0,No,57,One year,Fiber optic,Yes,Yes,No,47.57,2702.87,Credit card (automatic),148,1,3,0.248,No,49+,Med-Low,0
CUST02276,Female,0,No,57,Two year,DSL,No,No,No,74.24,4259.54,Bank transfer (automatic),172,0,9,0.526,Yes,49+,Med-Low,1
CUST02277,Male,0,No,22,Month-to-month,Fiber optic,Yes,Yes,Yes,108.24,2403.43,Mailed check,322,1,6,0.471,No,7-24,Med-High,0
CUST02278,Female,0,Yes,29,Month-to-month,No,No,No,Yes,70.11,2044.82,Mailed check,528,0,3,0.533,Yes,25-48,Med-Low,1
CUST02279,Male,0,Yes,25,One year,DSL,No,Yes,Yes,124.77,3112.05,Mailed check,465,0,3,0.562,No,25-48,High,0
CUST02280,Female,0,Yes,22,Month-to-month,Fiber optic,No,No,Yes,10.62,267.78,Credit card (automatic),577,1,2,0.544,Yes,7-24,Low,1
CUST02281,Male,1,Yes,30,Month-to-month,Fiber optic,No,No,Yes,84.5,2539.24,Credit card (automatic),296,3,2,0.364,Yes,25-48,Med-High,1
CUST02282,Female,0,No,52,One year,Fiber optic,Yes,Yes,No,136.02,7076.5,Credit card (automatic),466,0,4,0.647,Yes,49+,High,1
CUST02283,Male,0,No,8,Month-to-month,DSL,Yes,Yes,Yes,141.18,1122.77,Bank transfer (automatic),384,0,10,0.773,No,7-24,High,0
CUST02284,Male,0,No,47,One year,Fiber optic,No,No,No,73.58,3491.51,Electronic check,318,0,6,0.611,No,25-48,Med-Low,0
CUST02285,Female,0,No,50,Month-to-month,No,Yes,Yes,Yes,136.4,6836.43,Mailed check,278,2,8,0.545,Yes,49+,High,1
CUST02286,Male,0,Yes,61,Month-to-month,Fiber optic,No,No,No,21.97,1359.23,Bank transfer (automatic),319,0,4,0.518,Yes,49+,Low,1
CUST02287,Female,0,Yes,31,Month-to-month,Fiber optic,Yes,Yes,No,95.8,3006.87,Electronic check,451,0,6,0.731,Yes,25-48,Med-High,1
CUST02288,Female,0,Yes,31,Two year,DSL,No,Yes,Yes,14.15,447.76,Mailed check,469,3,10,0.97,No,25-48,Low,0
CUST02289,Female,0,No,14,Two year,No,No,No,No,73.48,1037.61,Mailed check,428,4,8,0.66,No,7-24,Med-Low,0
CUST02290,Male,0,No,46,Month-to-month,Fiber optic,Yes,No,No,43.63,2001.4,Bank transfer (automatic),502,0,8,0.813,No,25-48,Low,0
CUST02291,Female,0,No,36,Month-to-month,Fiber optic,Yes,No,Yes,148.92,5395.93,Credit card (automatic),111,0,9,0.49,No,25-48,High,0
CUST02292,Female,0,No,66,Month-to-month,Fiber optic,Yes,No,Yes,76.07,5048.15,Credit card (automatic),489,0,8,0.883,Yes,49+,Med-Low,1
CUST02293,Male,1,No,40,One year,Fiber optic,No,Yes,Yes,115.5,4633.01,Mailed check,423,1,5,0.588,Yes,25-48,High,1
CUST02294,Male,0,Yes,59,Two year,Fiber optic,No,Yes,No,68.43,4048.06,Credit card (automatic),22,0,8,0.366,No,49+,Med-Low,0
CUST02295,Male,0,No,10,Month-to-month,Fiber optic,Yes,Yes,No,58.9,625.3,Mailed check,377,2,10,0.892,Yes,7-24,Med-Low,1
CUST02296,Female,0,Yes,55,One year,Fiber optic,Yes,No,No,72.19,3963.74,Bank transfer (automatic),252,0,4,0.373,No,49+,Med-Low,0
CUST02297,Female,0,Yes,7,Month-to-month,Fiber optic,No,Yes,Yes,37.06,304.49,Electronic check,349,3,5,0.508,No,7-24,Low,0
CUST02298,Female,0,No,41,Month-to-month,DSL,No,Yes,Yes,61.41,2561.93,Bank transfer (automatic),591,3,4,0.727,Yes,25-48,Med-Low,1
CUST02299,Female,0,Yes,31,Month-to-month,DSL,No,Yes,Yes,130.97,4073.1,Electronic check,543,1,10,1.024,No,25-48,High,0
CUST02300,Male,0,Yes,14,Two year,Fiber optic,Yes,No,Yes,71.23,1023.56,Credit card (automatic),74,0,2,0.09,No,7-24,Med-Low,0
CUST02301,Male,1,Yes,22,One year,DSL,No,No,Yes,147.8,3257.17,Mailed check,428,2,6,0.625,No,7-24,High,0
CUST02302,Female,0,Yes,49,One year,DSL,Yes,No,No,140.76,6924.08,Credit card (automatic),477,4,5,0.643,Yes,49+,High,1
CUST02303,Female,0,Yes,8,One year,DSL,Yes,Yes,No,72.02,589.77,Bank transfer (automatic),416,0,10,0.902,No,7-24,Med-Low,0
CUST02304,Male,0,No,7,Month-to-month,DSL,Yes,Yes,No,91.84,683.23,Credit card (automatic),118,0,7,0.419,No,7-24,Med-High,0
CUST02305,Female,0,No,38,Month-to-month,DSL,No,Yes,Yes,37.98,1484.42,Credit card (automatic),397,0,1,0.366,No,25-48,Low,0
CUST02306,Female,0,Yes,34,One year,Fiber optic,No,Yes,No,148.13,5078.5,Electronic check,492,0,10,0.866,No,25-48,High,0
CUST02307,Male,0,Yes,50,Month-to-month,DSL,No,Yes,Yes,108.68,5458.43,Bank transfer (automatic),324,0,9,0.692,No,49+,Med-High,0
CUST02308,Male,0,Yes,67,Two year,Fiber optic,Yes,Yes,Yes,126.11,8497.47,Mailed check,368,1,4,0.575,Yes,49+,High,1
CUST02309,Female,0,Yes,33,Month-to-month,Fiber optic,Yes,Yes,No,41.46,1401.74,Credit card (automatic),215,4,9,0.57,No,25-48,Low,0
CUST02310,Male,0,No,22,One year,DSL,No,No,No,85.62,1923.86,Credit card (automatic),203,0,1,0.136,Yes,7-24,Med-High,1
CUST02311,Male,0,No,8,Month-to-month,Fiber optic,Yes,Yes,No,77.68,653.21,Electronic check,463,1,9,0.869,No,7-24,Med-Low,0
CUST02312,Male,0,Yes,58,Month-to-month,No,Yes,Yes,No,13.91,835.82,Mailed check,365,0,6,0.567,No,49+,Low,0
CUST02313,Female,0,Yes,38,Month-to-month,DSL,Yes,No,No,73.1,2798.33,Mailed check,295,1,7,0.677,No,25-48,Med-Low,0
CUST02314,Male,0,Yes,11,Month-to-month,Fiber optic,No,No,Yes,136.54,1494.42,Bank transfer (automatic),490,1,2,0.591,No,7-24,High,0
CUST02315,Female,0,Yes,31,One year,Fiber optic,No,Yes,No,134.09,4148.24,Mailed check,524,0,4,0.675,Yes,25-48,High,1
CUST02316,Male,0,No,9,Month-to-month,No,No,No,No,102.04,942.58,Mailed check,163,0,1,0.256,No,7-24,Med-High,0
CUST02317,Female,0,No,33,Month-to-month,Fiber optic,Yes,No,No,55.14,1820.14,Electronic check,189,0,9,0.7,No,25-48,Med-Low,0
CUST02318,Male,0,Yes,3,Month-to-month,Fiber optic,No,Yes,No,27.8,112.89,Mailed check,219,0,1,0.244,Yes,0-6,Low,1
CUST02319,Male,0,Yes,50,Month-to-month,Fiber optic,No,No,Yes,65.08,3270.19,Credit card (automatic),442,0,2,0.497,Yes,49+,Med-Low,1
CUST02320,Male,1,Yes,19,Month-to-month,Fiber optic,No,No,No,84.39,1601.37,Credit card (automatic),498,0,3,0.593,No,7-24,Med-High,0
CUST02321,Female,0,Yes,53,Month-to-month,DSL,No,Yes,Yes,93.08,4957.16,Electronic check,10,1,9,0.497,Yes,49+,Med-High,1
CUST02322,Male,0,No,66,Two year,No,Yes,Yes,Yes,31.48,2112.49,Electronic check,562,0,4,0.623,No,49+,Low,0
CUST02323,Male,0,Yes,5,Month-to-month,No,No,Yes,No,40.94,198.59,Mailed check,228,0,6,0.503,Yes,0-6,Low,1
CUST02324,Female,0,No,60,Month-to-month,Fiber optic,No,No,Yes,34.19,2058.93,Bank transfer (automatic),584,2,9,0.945,Yes,49+,Low,1
CUST02325,Female,0,Yes,43,Month-to-month,Fiber optic,No,Yes,No,133.33,5764.56,Mailed check,160,0,9,0.556,No,25-48,High,0
CUST02326,Male,0,Yes,67,One year,DSL,Yes,No,No,29.64,2005.2,Credit card (automatic),535,5,7,0.723,No,49+,Low,0
CUST02327,Male,0,No,40,Month-to-month,Fiber optic,No,No,Yes,135.79,5456.94,Credit card (automatic),240,5,8,0.537,No,25-48,High,0
CUST02328,Male,0,No,64,Month-to-month,No,Yes,No,No,52.73,3375.6,Electronic check,123,0,4,0.292,Yes,49+,Med-Low,1
CUST02329,Male,0,No,19,One year,Fiber optic,Yes,No,No,69.89,1322.57,Electronic check,180,2,7,0.483,No,7-24,Med-Low,0
CUST02330,Male,0,No,46,Two year,DSL,No,No,No,95.23,4410.68,Electronic check,127,0,3,0.289,Yes,25-48,Med-High,1
CUST02331,Female,0,Yes,22,Month-to-month,Fiber optic,Yes,Yes,No,136.04,2993.1,Mailed check,452,0,6,0.623,No,7-24,High,0
CUST02332,Male,0,Yes,13,Month-to-month,Fiber optic,Yes,Yes,Yes,145.83,1898.97,Bank transfer (automatic),198,1,3,0.403,No,7-24,High,0
CUST02333,Male,0,No,64,Month-to-month,Fiber optic,No,No,No,25.62,1650.82,Credit card (automatic),596,1,10,1.072,No,49+,Low,0
CUST02334,Male,0,Yes,9,Two year,No,No,Yes,No,51.53,459.63,Electronic check,508,0,6,0.799,No,7-24,Med-Low,0
CUST02335,Female,0,No,37,One year,Fiber optic,Yes,No,No,11.27,432.15,Mailed check,15,2,6,0.307,Yes,25-48,Low,1
CUST02336,Female,0,Yes,61,One year,DSL,Yes,No,Yes,41.43,2546.11,Bank transfer (automatic),358,1,2,0.321,No,49+,Low,0
CUST02337,Female,0,No,61,Month-to-month,No,No,Yes,Yes,125.8,7716.95,Bank transfer (automatic),111,0,5,0.361,Yes,49+,High,1
CUST02338,Male,0,Yes,55,Two year,No,No,No,Yes,55.19,3035.69,Credit card (automatic),186,0,1,0.188,No,49+,Med-Low,0
CUST02339,Female,0,Yes,31,Month-to-month,Fiber optic,No,Yes,No,10.34,363.17,Electronic check,22,0,1,0.057,Yes,25-48,Low,1
CUST02340,Female,0,No,8,Two year,Fiber optic,Yes,Yes,Yes,18.83,173.19,Mailed check,522,0,9,0.976,No,7-24,Low,0
CUST02341,Male,0,No,53,Month-to-month,Fiber optic,Yes,Yes,No,87.93,4660.37,Bank transfer (automatic),50,0,9,0.5,No,49+,Med-High,0
CUST02342,Female,0,Yes,7,Month-to-month,Fiber optic,No,Yes,Yes,98.4,707.85,Mailed check,283,1,7,0.666,Yes,7-24,Med-High,1
CUST02343,Female,0,Yes,27,Month-to-month,DSL,Yes,Yes,No,126.4,3460.32,Mailed check,252,5,1,0.332,Yes,25-48,High,1
CUST02344,Male,0,Yes,48,Month-to-month,DSL,Yes,No,No,105.23,5085.14,Mailed check,313,0,7,0.633,No,25-48,Med-High,0
CUST02345,Female,0,No,21,Month-to-month,Fiber optic,No,No,No,26.04,537.48,Bank transfer (automatic),277,3,6,0.434,No,7-24,Low,0
CUST02346,Female,0,No,9,Month-to-month,DSL,No,No,No,51.3,511.19,Mailed check,27,0,10,0.547,Yes,7-24,Med-Low,1
CUST02347,Female,0,Yes,19,Month-to-month,Fiber optic,No,No,Yes,136.62,2642.54,Mailed check,354,0,2,0.31,No,7-24,High,0
CUST02348,Male,0,No,39,Month-to-month,No,Yes,Yes,No,100.5,3909.5,Credit card (automatic),352,0,2,0.347,No,25-48,Med-High,0
CUST02349,Male,1,No,67,Month-to-month,Fiber optic,No,Yes,Yes,108.93,7310.65,Electronic check,352,0,9,0.654,No,49+,Med-High,0
CUST02350,Female,0,No,20,Month-to-month,DSL,Yes,Yes,No,62.77,1302.13,Mailed check,200,2,3,0.387,No,7-24,Med-Low,0
CUST02351,Female,0,No,30,Month-to-month,Fiber optic,Yes,Yes,No,115.74,3500.36,Mailed check,62,0,1,0.118,Yes,25-48,High,1
CUST02352,Male,0,Yes,68,One year,Fiber optic,No,Yes,No,116.94,7992.24,Mailed check,434,0,7,0.689,No,49+,High,0
CUST02353,Female,0,Yes,30,Month-to-month,Fiber optic,No,No,Yes,104.32,3151.81,Electronic check,509,0,1,0.46,No,25-48,Med-High,0
CUST02354,Male,0,No,50,Month-to-month,Fiber optic,No,No,No,95.53,4805.27,Credit card (automatic),219,0,10,0.763,No,49+,Med-High,0
CUST02355,Female,0,Yes,57,Month-to-month,DSL,Yes,No,No,18.93,1125.59,Mailed check,166,2,2,0.17,No,49+,Low,0
CUST02356,Female,0,No,6,Month-to-month,DSL,Yes,Yes,No,38.34,275.55,Bank transfer (automatic),573,0,10,0.992,No,0-6,Low,0
CUST02357,Female,0,No,35,Month-to-month,No,Yes,Yes,Yes,91.15,3217.29,Bank transfer (automatic),543,2,2,0.558,Yes,25-48,Med-High,1
CUST02358,Male,1,Yes,17,Month-to-month,DSL,Yes,No,Yes,131.65,2240.78,Credit card (automatic),425,0,10,0.8,No,7-24,High,0
CUST02359,Female,0,Yes,53,Month-to-month,Fiber optic,No,No,Yes,145.66,7767.78,Credit card (automatic),131,0,4,0.315,Yes,49+,High,1
CUST02360,Female,0,No,69,One year,Fiber optic,Yes,No,Yes,134.81,9312.99,Credit card (automatic),509,3,3,0.665,Yes,49+,High,1
CUST02361,Female,0,Yes,19,One year,DSL,Yes,Yes,Yes,113.7,2163.49,Mailed check,44,0,6,0.273,Yes,7-24,Med-High,1
CUST02362,Female,0,Yes,34,Month-to-month,Fiber optic,No,Yes,No,65.66,2273.25,Mailed check,463,2,10,0.936,Yes,25-48,Med-Low,1
CUST02363,Male,1,Yes,61,Month-to-month,DSL,Yes,Yes,No,108.71,6652.49,Credit card (automatic),574,2,10,0.889,Yes,49+,Med-High,1
CUST02364,Male,0,No,61,One year,Fiber optic,No,No,Yes,118.71,7261.84,Mailed check,23,1,8,0.405,No,49+,High,0
CUST02365,Male,0,Yes,11,Month-to-month,Fiber optic,No,Yes,Yes,10.36,154.76,Bank transfer (automatic),103,1,3,0.157,No,7-24,Low,0
CUST02366,Female,1,No,71,Month-to-month,Fiber optic,Yes,No,No,69.22,4963.74,Bank transfer (automatic),523,0,8,0.928,No,49+,Med-Low,0
CUST02367,Male,0,No,35,Month-to-month,No,No,Yes,No,24.8,865.66,Mailed check,424,1,7,0.735,No,25-48,Low,0
CUST02368,Male,0,Yes,62,One year,Fiber optic,No,Yes,No,132.44,8234.34,Credit card (automatic),244,1,9,0.64,No,49+,High,0
CUST02369,Male,0,No,42,Month-to-month,Fiber optic,No,Yes,No,137.18,5755.74,Bank transfer (automatic),39,0,8,0.364,No,25-48,High,0
CUST02370,Female,0,No,59,Month-to-month,Fiber optic,No,No,No,35.93,2117.32,Credit card (automatic),489,0,9,0.93,No,49+,Low,0
CUST02371,Female,0,No,6,Month-to-month,Fiber optic,Yes,Yes,No,102.35,649.87,Electronic check,51,1,5,0.25,No,0-6,Med-High,0
CUST02372,Male,0,No,53,One year,Fiber optic,No,No,No,65.04,3485.43,Electronic check,227,1,5,0.404,No,49+,Med-Low,0
CUST02373,Male,0,Yes,41,Two year,DSL,Yes,Yes,No,97.37,3999.39,Electronic check,13,0,9,0.444,No,25-48,Med-High,0
CUST02374,Female,0,No,9,One year,DSL,Yes,Yes,Yes,71.46,638.51,Bank transfer (automatic),485,0,2,0.583,No,7-24,Med-Low,0
CUST02375,Female,1,No,30,Month-to-month,No,Yes,No,No,67.66,2040.7,Credit card (automatic),233,0,7,0.63,Yes,25-48,Med-Low,1
CUST02376,Male,0,No,31,Month-to-month,Fiber optic,Yes,Yes,Yes,69.89,2194.03,Electronic check,104,0,8,0.509,Yes,25-48,Med-Low,1
CUST02377,Female,0,Yes,50,Month-to-month,Fiber optic,No,No,Yes,70.13,3537.29,Mailed check,80,1,3,0.281,No,49+,Med-Low,0
CUST02378,Male,0,Yes,42,Month-to-month,No,Yes,Yes,No,103.76,4381.03,Credit card (automatic),394,0,5,0.483,Yes,25-48,Med-High,1
CUST02379,Male,0,No,17,One year,Fiber optic,No,No,No,122.12,2090.87,Mailed check,581,0,4,0.724,No,7-24,High,0
CUST02380,Male,0,Yes,3,Month-to-month,Fiber optic,Yes,Yes,Yes,81.53,290.3,Credit card (automatic),574,0,5,0.755,Yes,0-6,Med-High,1
CUST02381,Female,0,Yes,44,Month-to-month,Fiber optic,Yes,Yes,Yes,53.88,2415.44,Mailed check,597,4,4,0.789,No,25-48,Med-Low,0
CUST02382,Male,0,No,50,Month-to-month,No,Yes,No,No,141.39,7099.61,Electronic check,136,3,6,0.413,Yes,49+,High,1
CUST02383,Female,0,No,42,Month-to-month,DSL,Yes,No,No,51.37,2176.43,Electronic check,94,4,2,0.258,Yes,25-48,Med-Low,1
CUST02384,Male,0,No,67,Two year,DSL,Yes,Yes,Yes,16.76,1158.72,Electronic check,66,0,4,0.351,No,49+,Low,0
CUST02385,Male,0,No,34,Month-to-month,Fiber optic,Yes,Yes,Yes,73.92,2509.91,Credit card (automatic),223,4,5,0.442,Yes,25-48,Med-Low,1
CUST02386,Female,0,Yes,60,Two year,Fiber optic,Yes,Yes,No,27.56,1681.07,Bank transfer (automatic),560,0,1,0.571,Yes,49+,Low,1
CUST02387,Male,0,Yes,33,Month-to-month,Fiber optic,No,No,No,77.59,2583.85,Electronic check,559,1,3,0.585,No,25-48,Med-Low,0
CUST02388,Female,0,Yes,58,One year,No,No,No,No,132.32,7697.77,Electronic check,23,0,6,0.374,No,49+,High,0
CUST02389,Female,0,No,55,One year,DSL,No,No,Yes,138.91,7666.04,Credit card (automatic),209,3,5,0.333,No,49+,High,0
CUST02390,Male,0,No,60,Month-to-month,Fiber optic,Yes,Yes,Yes,129.55,7773.23,Mailed check,122,0,4,0.314,Yes,49+,High,1
CUST02391,Female,0,Yes,20,One year,DSL,Yes,Yes,Yes,36.4,746.0,Credit card (automatic),311,5,6,0.544,Yes,7-24,Low,1
CUST02392,Male,0,No,66,Month-to-month,DSL,No,No,No,97.41,6449.01,Credit card (automatic),7,2,10,0.57,No,49+,Med-High,0
CUST02393,Male,0,Yes,43,Month-to-month,No,No,No,No,116.53,5050.71,Mailed check,411,2,9,0.836,No,25-48,High,0
CUST02394,Male,0,Yes,19,Month-to-month,DSL,No,Yes,No,130.8,2508.99,Mailed check,253,3,5,0.495,No,7-24,High,0
CUST02395,Female,0,Yes,13,Month-to-month,Fiber optic,Yes,No,Yes,128.2,1672.1,Electronic check,278,4,3,0.478,Yes,7-24,High,1
CUST02396,Male,1,Yes,22,Month-to-month,No,No,No,Yes,63.43,1437.73,Bank transfer (automatic),482,3,6,0.651,No,7-24,Med-Low,0
CUST02397,Female,0,No,32,Month-to-month,DSL,Yes,No,Yes,64.69,2106.86,Credit card (automatic),329,0,10,0.743,No,25-48,Med-Low,0
CUST02398,Male,0,No,28,Month-to-month,Fiber optic,No,No,No,33.22,946.16,Mailed check,261,0,8,0.62,No,25-48,Low,0
CUST02399,Female,0,Yes,26,Month-to-month,No,No,Yes,Yes,138.32,3597.79,Electronic check,100,0,3,0.324,Yes,25-48,High,1
CUST02400,Male,0,Yes,14,Month-to-month,DSL,No,Yes,No,128.36,1803.22,Bank transfer (automatic),589,2,3,0.717,No,7-24,High,0
