tenure,monthly_charges_cap,app_usage_min_per_week,complaint_count_6m,engagement_score,contract_One year,contract_Two year,internet_service_Fiber optic,internet_service_No,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,tenure_bucket_7-24,tenure_bucket_25-48,tenure_bucket_49+,monthly_charges_bin_Med-Low,monthly_charges_bin_Med-High,monthly_charges_bin_High,churn_flag
14,128.9,231,0,0.256,False,False,True,False,True,False,False,True,False,False,False,False,True,1
52,79.73,262,1,0.369,True,False,False,False,False,False,True,False,False,True,True,False,False,0
21,107.1,252,0,0.316,False,False,True,False,False,True,False,True,False,False,False,True,False,1
72,93.13,166,0,0.434,True,False,True,False,False,True,False,False,False,True,False,True,False,0
55,52.79,371,0,0.308,True,False,False,True,False,True,False,False,False,True,True,False,False,1
72,116.49,82,2,0.291,False,False,False,False,False,False,False,False,False,True,False,False,True,1
21,57.93,257,1,0.287,False,False,False,False,True,False,False,True,False,False,True,False,False,0
60,142.04,514,1,0.423,False,True,False,False,True,False,False,False,False,True,False,False,True,1
52,44.46,155,0,0.551,True,False,True,False,True,False,False,False,False,True,False,False,False,0
43,147.31,310,1,0.691,False,True,True,False,False,False,False,False,True,False,False,False,True,1
16,11.63,458,0,0.822,False,False,True,False,False,False,True,True,False,False,False,False,False,0
52,54.14,11,0,0.577,False,False,True,False,False,False,False,False,False,True,True,False,False,0
3,41.48,158,0,0.492,False,False,False,False,False,True,False,False,False,False,False,False,False,0
12,68.03,579,0,1.047,False,False,True,False,False,True,False,True,False,False,True,False,False,1
15,33.57,1,2,0.424,True,False,False,False,False,False,True,True,False,False,False,False,False,1
45,82.73,439,0,0.636,False,False,False,True,True,False,False,False,True,False,False,True,False,0
9,132.02,93,0,0.38,False,False,False,False,False,False,False,True,False,False,False,False,True,0
55,122.78,35,0,0.337,False,False,True,False,False,True,False,False,False,True,False,False,True,0
26,56.01,509,0,0.991,False,True,False,False,False,False,True,False,True,False,True,False,False,0
64,73.53,550,2,0.816,False,True,False,False,True,False,False,False,False,True,True,False,False,0
38,113.33,427,0,0.747,False,True,True,False,False,False,True,False,True,False,False,True,False,0
40,61.83,271,2,0.446,False,False,False,False,False,True,False,False,True,False,True,False,False,0
52,30.46,254,0,0.5,False,False,False,False,False,False,False,False,False,True,False,False,False,0
44,18.8,407,0,0.859,True,False,False,False,False,True,False,False,True,False,False,False,False,0
68,110.22,102,0,0.57,True,False,True,False,False,False,False,False,False,True,False,True,False,0
6,145.89,245,5,0.64,True,False,True,False,True,False,False,False,False,False,False,False,True,1
18,81.43,389,0,0.571,False,False,True,False,False,False,False,True,False,False,False,True,False,1
52,136.02,466,0,0.647,True,False,True,False,True,False,False,False,False,True,False,False,True,1
17,96.03,250,1,0.527,False,False,True,False,False,False,False,True,False,False,False,True,False,1
37,127.58,597,4,0.788,True,False,False,False,False,True,False,False,True,False,False,False,True,0
63,45.87,314,3,0.554,True,False,True,False,True,False,False,False,False,True,True,False,False,0
51,77.18,451,0,0.538,False,False,True,False,False,False,True,False,False,True,True,False,False,1
61,118.76,491,0,1.008,True,False,False,True,False,False,False,False,False,True,False,False,True,0
31,141.71,512,0,0.873,False,True,False,True,False,False,False,False,True,False,False,False,True,0
6,112.49,204,0,0.402,False,True,True,False,False,False,False,False,False,False,False,True,False,1
27,147.77,438,0,0.492,False,False,False,False,True,False,False,False,True,False,False,False,True,1
17,116.98,425,0,0.48,False,False,True,False,False,True,False,True,False,False,False,False,True,0
46,43.63,502,0,0.813,False,False,True,False,False,False,False,False,True,False,False,False,False,0
8,32.12,247,1,0.592,False,True,False,True,True,False,False,True,False,False,False,False,False,0
34,43.59,432,0,0.682,False,False,True,False,False,False,True,False,True,False,False,False,False,1
16,39.66,473,4,0.803,False,False,True,False,True,False,False,True,False,False,False,False,False,1
58,50.57,224,0,0.749,False,False,True,False,False,True,False,False,False,True,True,False,False,0
48,62.45,255,2,0.635,False,False,True,False,False,False,False,False,True,False,True,False,False,0
29,110.38,519,0,0.641,False,False,True,False,True,False,False,False,True,False,False,True,False,1
41,25.21,116,0,0.227,True,False,False,True,False,True,False,False,True,False,False,False,False,0
13,135.69,456,0,0.583,False,False,True,False,True,False,False,True,False,False,False,False,True,0
0,70.92,468,1,0.5,True,False,False,True,False,True,False,False,False,False,True,False,False,1
7,145.95,270,0,0.63,False,False,False,True,False,True,False,True,False,False,False,False,True,0
22,105.01,56,0,0.123,False,False,False,True,False,False,True,True,False,False,False,True,False,0
27,26.32,110,0,0.323,False,False,False,True,False,False,True,False,True,False,False,False,False,0
21,56.09,144,0,0.588,False,False,False,False,False,True,False,True,False,False,True,False,False,1
3,133.21,49,4,0.53,False,False,False,False,False,False,True,False,False,False,False,False,True,1
51,128.53,42,4,0.342,True,False,False,False,False,True,False,False,False,True,False,False,True,0
18,108.08,140,0,0.182,False,True,True,False,False,True,False,True,False,False,False,True,False,0
71,135.75,408,1,0.934,False,False,True,False,True,False,False,False,False,True,False,False,True,1
12,30.46,232,0,0.758,False,False,False,False,False,False,True,True,False,False,False,False,False,0
41,78.22,257,0,0.504,False,False,True,False,False,True,False,False,True,False,True,False,False,1
26,137.07,366,0,0.638,False,False,False,False,False,False,True,False,True,False,False,False,True,0
51,37.52,527,1,0.595,False,True,False,False,True,False,False,False,False,True,False,False,False,1
14,41.37,550,0,0.819,False,True,True,False,False,False,True,True,False,False,False,False,False,0
11,22.64,527,0,0.665,True,False,True,False,True,False,False,True,False,False,False,False,False,0
43,85.91,533,0,0.481,True,False,False,False,False,False,True,False,True,False,False,True,False,1
21,27.07,34,1,0.506,False,True,False,False,False,False,False,True,False,False,False,False,False,0
34,65.66,463,2,0.936,False,False,True,False,False,False,True,False,True,False,True,False,False,1
41,145.73,556,0,0.567,False,True,False,True,True,False,False,False,True,False,False,False,True,0
50,46.54,594,0,0.923,False,True,True,False,True,False,False,False,False,True,True,False,False,0
53,73.85,314,0,0.364,False,False,False,True,False,False,False,False,False,True,True,False,False,0
51,16.92,140,4,0.587,False,False,False,False,False,True,False,False,False,True,False,False,False,1
37,10.68,441,0,0.875,False,False,False,False,False,False,False,False,True,False,False,False,False,1
9,59.23,9,0,0.168,False,True,True,False,True,False,False,True,False,False,True,False,False,0
46,137.74,189,1,0.612,False,False,True,False,False,True,False,False,True,False,False,False,True,0
58,113.58,485,3,0.48,True,False,True,False,False,False,False,False,False,True,False,True,False,0
41,58.83,3,1,0.21,False,False,False,False,True,False,False,False,True,False,True,False,False,1
52,39.81,569,3,0.705,True,False,False,True,False,False,True,False,False,True,False,False,False,1
10,115.43,238,1,0.566,False,False,True,False,False,False,False,True,False,False,False,True,False,1
5,34.18,522,2,0.556,False,False,True,False,False,False,False,False,False,False,False,False,False,1
0,14.55,8,0,0.376,True,False,False,False,False,False,True,False,False,False,False,False,False,0
6,120.14,531,0,0.821,False,False,False,True,False,False,True,False,False,False,False,False,True,1
6,20.52,469,2,0.446,False,False,False,False,False,False,False,False,False,False,False,False,False,1
56,42.92,40,4,0.503,True,False,False,False,False,False,True,False,False,True,False,False,False,1
28,90.19,347,0,0.645,False,False,True,False,False,False,True,False,True,False,False,True,False,1
67,33.39,528,2,0.576,False,False,True,False,False,True,False,False,False,True,False,False,False,1
31,67.89,533,0,0.565,True,False,True,False,True,False,False,False,True,False,True,False,False,0
5,142.56,474,3,0.474,False,False,False,False,True,False,False,False,False,False,False,False,True,0
14,94.3,500,0,0.591,False,True,False,False,False,False,True,True,False,False,False,True,False,1
55,115.18,138,0,0.339,False,False,True,False,False,False,True,False,False,True,False,True,False,1
17,15.33,198,0,0.129,False,False,False,True,False,False,True,True,False,False,False,False,False,0
48,143.18,177,1,0.643,False,False,False,True,False,False,False,False,True,False,False,False,True,0
8,112.0,453,0,0.591,False,False,True,False,False,False,False,True,False,False,False,True,False,1
50,139.63,48,1,0.293,False,False,False,False,False,False,True,False,False,True,False,False,True,1
30,115.74,62,0,0.118,False,False,True,False,False,False,True,False,True,False,False,False,True,1
17,134.18,152,3,0.488,False,False,False,True,True,False,False,True,False,False,False,False,True,1
21,140.7,175,0,0.109,False,False,True,False,False,False,True,True,False,False,False,False,True,1
55,137.22,112,0,0.399,True,False,False,False,True,False,False,False,False,True,False,False,True,0
54,35.93,379,5,0.69,True,False,False,True,False,True,False,False,False,True,False,False,False,0
8,110.37,516,0,1.009,False,True,True,False,False,False,False,True,False,False,False,True,False,0
31,84.51,433,3,0.507,True,False,False,True,True,False,False,False,True,False,False,True,False,0
59,11.68,396,4,0.546,False,True,True,False,False,False,False,False,False,True,False,False,False,0
36,91.54,186,2,0.321,False,False,False,True,False,False,True,False,True,False,False,True,False,0
23,136.9,527,0,0.799,False,False,False,False,True,False,False,True,False,False,False,False,True,0
61,77.91,594,0,0.586,True,False,True,False,False,True,False,False,False,True,True,False,False,0
60,131.93,502,2,0.911,True,False,True,False,False,False,False,False,False,True,False,False,True,0
66,35.47,450,2,0.774,False,False,False,False,False,False,False,False,False,True,False,False,False,1
38,55.08,20,0,0.304,False,False,False,True,False,False,True,False,True,False,True,False,False,0
14,64.93,138,1,0.436,False,False,False,False,False,True,False,True,False,False,True,False,False,0
22,47.87,143,5,0.378,True,False,True,False,False,False,True,True,False,False,True,False,False,1
66,111.53,149,0,0.573,False,False,False,False,False,True,False,False,False,True,False,True,False,0
28,56.12,525,1,0.659,False,True,True,False,True,False,False,False,True,False,True,False,False,1
43,97.08,188,0,0.41,False,False,True,False,True,False,False,False,True,False,False,True,False,0
59,135.9,298,2,0.536,False,True,True,False,False,False,False,False,False,True,False,False,True,1
66,97.45,269,4,0.708,False,False,True,False,False,False,True,False,False,True,False,True,False,0
26,49.38,119,4,0.412,False,True,False,True,False,True,False,False,True,False,True,False,False,0
38,119.14,49,2,0.545,False,True,True,False,False,False,False,False,True,False,False,False,True,0
54,127.83,278,0,0.43,False,False,True,False,False,False,True,False,False,True,False,False,True,1
10,16.36,150,0,0.322,False,False,False,False,False,True,False,True,False,False,False,False,False,0
5,38.16,559,1,0.998,False,False,False,True,False,True,False,False,False,False,False,False,False,1
29,100.36,483,0,0.875,False,False,True,False,True,False,False,False,True,False,False,True,False,0
38,120.53,362,1,0.41,False,False,True,False,False,False,True,False,True,False,False,False,True,1
37,116.57,526,2,0.707,False,False,True,False,False,False,True,False,True,False,False,False,True,1
53,131.54,254,0,0.57,False,False,True,False,False,True,False,False,False,True,False,False,True,1
53,30.13,360,0,0.367,False,False,False,False,False,False,True,False,False,True,False,False,False,1
19,73.91,538,0,0.908,False,False,False,True,False,False,True,True,False,False,True,False,False,0
35,120.82,276,0,0.661,True,False,False,False,False,False,False,False,True,False,False,False,True,0
36,99.04,560,0,0.608,False,False,False,False,True,False,False,False,True,False,False,True,False,0
4,147.06,210,5,0.478,False,False,True,False,False,False,True,False,False,False,False,False,True,1
29,82.51,346,1,0.718,False,False,True,False,True,False,False,False,True,False,False,True,False,0
69,129.45,334,0,0.62,False,False,False,False,False,False,False,False,False,True,False,False,True,1
31,116.89,250,0,0.261,False,False,False,False,False,False,False,False,True,False,False,False,True,0
22,17.97,493,0,0.469,True,False,True,False,False,False,False,True,False,False,False,False,False,1
8,81.11,455,0,0.788,True,False,True,False,False,False,True,True,False,False,True,False,False,0
6,92.67,548,0,0.778,False,False,False,False,False,False,True,False,False,False,False,True,False,0
19,60.74,544,2,0.871,False,False,True,False,True,False,False,True,False,False,True,False,False,0
57,47.57,148,1,0.248,True,False,True,False,True,False,False,False,False,True,True,False,False,0
48,121.85,30,3,0.078,False,True,True,False,False,False,True,False,True,False,False,False,True,1
37,99.26,9,0,0.329,False,False,False,True,False,False,False,False,True,False,False,True,False,0
34,102.18,518,0,0.683,True,False,False,False,False,True,False,False,True,False,False,True,False,0
71,37.68,329,1,0.622,True,False,True,False,False,False,True,False,False,True,False,False,False,1
39,143.9,350,0,0.825,False,False,True,False,False,True,False,False,True,False,False,False,True,0
28,101.18,595,0,0.894,False,False,True,False,False,True,False,False,True,False,False,True,False,0
10,49.63,89,0,0.497,False,True,True,False,False,True,False,True,False,False,True,False,False,0
60,129.55,122,0,0.314,False,False,True,False,False,False,True,False,False,True,False,False,True,1
61,37.67,87,0,0.528,False,False,False,True,True,False,False,False,False,True,False,False,False,1
22,10.62,577,1,0.544,False,False,True,False,True,False,False,True,False,False,False,False,False,1
66,34.12,362,3,0.386,False,False,True,False,True,False,False,False,False,True,False,False,False,1
28,26.11,319,1,0.471,True,False,False,False,False,True,False,False,True,False,False,False,False,0
51,23.88,567,0,0.859,False,False,False,False,False,False,False,False,False,True,False,False,False,0
9,133.6,112,0,0.619,False,False,False,True,False,False,True,True,False,False,False,False,True,1
2,69.02,279,2,0.557,False,False,False,False,True,False,False,False,False,False,True,False,False,0
42,51.37,94,4,0.258,False,False,False,False,False,True,False,False,True,False,True,False,False,1
25,148.35049999999998,303,1,0.395,True,False,False,True,False,True,False,False,True,False,False,False,True,0
49,80.09,549,0,0.871,False,False,True,False,False,True,False,False,False,True,True,False,False,1
29,49.87,192,0,0.419,False,True,False,True,True,False,False,False,True,False,True,False,False,1
58,117.62,257,0,0.59,True,False,True,False,True,False,False,False,False,True,False,False,True,0
40,67.97,531,0,0.763,False,False,False,False,False,False,True,False,True,False,True,False,False,1
50,20.79,487,0,0.73,False,False,True,False,False,False,True,False,False,True,False,False,False,0
62,11.74,308,0,0.723,False,False,False,True,True,False,False,False,False,True,False,False,False,0
15,12.23,529,1,0.802,False,False,True,False,False,False,False,True,False,False,False,False,False,0
68,64.65,119,0,0.587,False,False,False,False,False,False,False,False,False,True,True,False,False,0
41,147.23,563,0,0.667,False,False,False,True,False,True,False,False,True,False,False,False,True,0
36,79.63,278,0,0.363,False,False,False,False,False,False,False,False,True,False,True,False,False,0
2,17.33,257,3,0.603,False,False,True,False,True,False,False,False,False,False,False,False,False,1
1,23.45,231,0,0.628,False,False,True,False,True,False,False,False,False,False,False,False,False,1
67,56.03,475,0,0.947,False,False,False,False,True,False,False,False,False,True,True,False,False,0
24,10.28,89,2,0.461,False,False,False,True,False,True,False,True,False,False,False,False,False,0
31,125.46,318,5,0.57,True,False,False,False,False,False,False,False,True,False,False,False,True,0
0,113.88,444,4,0.806,True,False,True,False,False,False,False,False,False,False,False,True,False,1
6,73.34,441,0,0.526,False,True,False,True,False,False,True,False,False,False,True,False,False,0
48,148.35049999999998,422,1,0.753,False,False,False,False,True,False,False,False,True,False,False,False,True,1
32,72.1,48,0,0.377,False,False,False,True,False,False,False,False,True,False,True,False,False,1
31,95.8,451,0,0.731,False,False,True,False,False,True,False,False,True,False,False,True,False,1
69,133.35,492,0,0.939,False,False,False,False,False,True,False,False,False,True,False,False,True,1
19,95.95,422,2,0.845,False,False,True,False,False,True,False,True,False,False,False,True,False,1
32,127.55,579,0,0.89,False,True,True,False,False,True,False,False,True,False,False,False,True,0
27,49.28,497,0,0.639,False,False,False,True,False,True,False,False,True,False,True,False,False,1
8,89.96,218,0,0.625,False,True,True,False,False,False,False,True,False,False,False,True,False,0
24,95.35,8,1,0.083,False,False,True,False,True,False,False,True,False,False,False,True,False,1
12,92.2,48,0,0.317,True,False,True,False,False,True,False,True,False,False,False,True,False,0
60,135.38,293,3,0.769,False,True,True,False,True,False,False,False,False,True,False,False,True,0
66,61.97,80,0,0.521,False,False,True,False,False,False,False,False,False,True,True,False,False,1
1,25.05,315,0,0.619,False,False,False,False,True,False,False,False,False,False,False,False,False,0
12,28.95,494,2,0.735,True,False,False,True,False,False,False,True,False,False,False,False,False,0
71,115.0,138,0,0.446,False,True,False,False,True,False,False,False,False,True,False,True,False,0
49,79.01,55,0,0.227,False,False,False,False,False,False,False,False,False,True,True,False,False,0
66,76.07,489,0,0.883,False,False,True,False,True,False,False,False,False,True,True,False,False,1
34,93.89,260,0,0.811,False,True,False,True,True,False,False,False,True,False,False,True,False,0
65,113.5,403,0,0.772,True,False,True,False,False,True,False,False,False,True,False,True,False,1
65,139.42,272,3,0.629,False,False,True,False,False,False,True,False,False,True,False,False,True,1
58,62.4,204,0,0.218,True,False,True,False,True,False,False,False,False,True,True,False,False,1
29,21.88,420,0,0.656,False,False,False,True,True,False,False,False,True,False,False,False,False,1
13,73.16,461,2,0.91,False,True,True,False,True,False,False,True,False,False,True,False,False,0
12,112.53,430,0,0.518,False,False,False,False,False,False,True,True,False,False,False,True,False,0
28,88.95,83,0,0.182,False,False,False,False,False,False,False,False,True,False,False,True,False,1
66,80.46,384,4,0.417,True,False,False,False,False,True,False,False,False,True,True,False,False,0
40,132.55,164,0,0.407,False,False,False,False,False,False,True,False,True,False,False,False,True,1
30,92.9,456,4,0.559,True,False,False,False,False,True,False,False,True,False,False,True,False,1
21,114.62,99,0,0.404,False,False,False,False,False,True,False,True,False,False,False,True,False,1
4,16.88,328,1,0.585,False,False,True,False,False,False,True,False,False,False,False,False,False,1
31,51.4,535,1,0.769,False,False,True,False,True,False,False,False,True,False,True,False,False,0
41,78.24,297,0,0.708,False,True,False,False,False,False,True,False,True,False,True,False,False,0
25,39.92,521,0,0.622,True,False,True,False,False,False,True,False,True,False,False,False,False,1
67,90.58,424,0,0.596,False,True,False,False,False,False,True,False,False,True,False,True,False,0
15,52.58,181,0,0.439,False,False,False,False,True,False,False,True,False,False,True,False,False,1
27,32.63,539,0,0.688,False,False,False,True,False,False,True,False,True,False,False,False,False,0
35,123.51,442,0,0.487,True,False,True,False,True,False,False,False,True,False,False,False,True,0
37,79.19,338,2,0.753,False,False,True,False,True,False,False,False,True,False,True,False,False,0
57,109.89,4,0,0.276,False,False,True,False,True,False,False,False,False,True,False,True,False,1
1,24.16,426,3,0.55,True,False,True,False,True,False,False,False,False,False,False,False,False,1
65,78.05,181,1,0.482,False,False,False,True,False,False,True,False,False,True,True,False,False,1
14,142.02,123,0,0.506,True,False,True,False,False,False,True,True,False,False,False,False,True,0
35,80.61,445,0,0.657,False,True,True,False,False,True,False,False,True,False,True,False,False,0
46,66.25,192,0,0.373,False,False,True,False,False,True,False,False,True,False,True,False,False,1
56,82.38,218,0,0.376,False,True,False,True,True,False,False,False,False,True,False,True,False,1
22,16.74,449,1,0.708,False,False,True,False,False,False,True,True,False,False,False,False,False,0
35,17.84,68,2,0.134,False,False,True,False,False,False,False,False,True,False,False,False,False,0
55,23.59,120,1,0.417,True,False,False,False,False,True,False,False,False,True,False,False,False,0
8,80.57,82,0,0.262,False,False,True,False,False,False,True,True,False,False,True,False,False,1
2,13.02,88,0,0.645,False,False,False,True,False,True,False,False,False,False,False,False,False,1
14,128.36,589,2,0.717,False,False,False,False,False,False,False,True,False,False,False,False,True,0
71,118.96,345,4,0.748,True,False,True,False,True,False,False,False,False,True,False,False,True,1
58,77.94,568,2,0.907,False,False,True,False,True,False,False,False,False,True,True,False,False,0
33,31.29,191,0,0.437,False,False,False,False,False,False,True,False,True,False,False,False,False,0
42,43.84,300,0,0.659,False,False,True,False,True,False,False,False,True,False,False,False,False,0
50,65.08,442,0,0.497,False,False,True,False,True,False,False,False,False,True,True,False,False,1
52,14.81,104,4,0.66,False,False,False,True,False,False,False,False,False,True,False,False,False,1
15,55.0,47,0,0.257,True,False,False,False,False,False,True,True,False,False,True,False,False,1
68,97.32,393,0,0.442,False,True,False,True,False,False,False,False,False,True,False,True,False,0
14,135.71,241,0,0.559,True,False,True,False,False,True,False,True,False,False,False,False,True,0
64,115.64,156,0,0.253,False,False,True,False,True,False,False,False,False,True,False,False,True,1
29,134.06,562,0,0.851,False,True,False,False,False,True,False,False,True,False,False,False,True,0
25,103.31,431,0,0.938,False,False,False,False,False,False,False,False,True,False,False,True,False,0
10,21.9,427,5,0.641,False,False,False,False,False,False,False,True,False,False,False,False,False,1
53,71.62,275,0,0.465,False,True,True,False,False,True,False,False,False,True,True,False,False,0
30,104.71,207,1,0.51,False,False,False,True,False,False,True,False,True,False,False,True,False,1
27,45.97,473,2,0.519,False,False,False,False,True,False,False,False,True,False,True,False,False,1
18,50.23,532,3,0.587,True,False,False,False,False,False,False,True,False,False,True,False,False,1
51,44.14,16,2,0.301,True,False,False,True,False,True,False,False,False,True,False,False,False,0
6,143.83,324,1,0.429,False,False,True,False,False,False,True,False,False,False,False,False,True,1
53,148.35049999999998,2,0,0.349,False,False,True,False,True,False,False,False,False,True,False,False,True,0
37,20.36,132,0,0.198,True,False,True,False,False,True,False,False,True,False,False,False,False,1
42,73.25,320,2,0.764,False,False,False,False,False,False,True,False,True,False,True,False,False,1
59,100.21,210,2,0.506,False,True,True,False,False,True,False,False,False,True,False,True,False,0
49,103.1,291,0,0.597,True,False,False,False,False,False,False,False,False,True,False,True,False,0
72,74.48,500,1,0.799,True,False,False,False,False,False,False,False,False,True,True,False,False,0
60,100.47,76,0,0.27,True,False,False,True,False,False,True,False,False,True,False,True,False,0
70,112.37,108,2,0.259,False,False,False,False,False,False,True,False,False,True,False,True,False,1
64,106.84,357,0,0.717,False,False,True,False,True,False,False,False,False,True,False,True,False,0
71,34.11,369,0,0.326,False,True,False,True,False,False,False,False,False,True,False,False,False,0
4,127.68,495,3,0.781,False,False,True,False,False,False,True,False,False,False,False,False,True,0
62,48.82,101,2,0.321,False,False,False,False,False,False,False,False,False,True,True,False,False,0
32,16.46,590,0,0.964,True,False,True,False,False,False,True,False,True,False,False,False,False,0
64,90.14,576,0,0.847,False,False,False,True,False,False,True,False,False,True,False,True,False,1
5,17.89,239,0,0.381,False,False,True,False,False,True,False,False,False,False,False,False,False,1
10,56.65,503,0,0.797,False,True,False,True,True,False,False,True,False,False,True,False,False,1
42,14.68,428,1,0.554,True,False,False,False,False,False,False,False,True,False,False,False,False,0
21,73.62,548,0,0.553,True,False,True,False,False,False,False,True,False,False,True,False,False,0
32,64.69,329,0,0.743,False,False,False,False,True,False,False,False,True,False,True,False,False,0
40,95.46,19,0,0.319,False,False,True,False,True,False,False,False,True,False,False,True,False,0
2,21.67,138,0,0.077,False,False,True,False,False,False,False,False,False,False,False,False,False,1
24,136.21,584,0,0.55,False,True,True,False,False,False,True,True,False,False,False,False,True,0
27,126.5,139,0,0.29,False,True,True,False,False,False,False,False,True,False,False,False,True,0
31,69.89,104,0,0.509,False,False,True,False,False,True,False,False,True,False,True,False,False,1
65,59.16,512,0,0.497,False,False,True,False,False,False,True,False,False,True,True,False,False,0
20,103.4,56,2,0.498,False,False,True,False,False,True,False,True,False,False,False,True,False,1
51,120.74,154,0,0.191,False,False,False,True,False,True,False,False,False,True,False,False,True,1
2,61.36,192,2,0.218,True,False,False,False,True,False,False,False,False,False,True,False,False,1
50,98.16,426,1,0.542,False,False,False,False,False,False,True,False,False,True,False,True,False,0
39,68.37,214,0,0.452,False,True,True,False,True,False,False,False,True,False,True,False,False,0
26,67.68,66,3,0.055,True,False,False,True,False,False,False,False,True,False,True,False,False,1
20,45.29,128,1,0.244,False,False,True,False,True,False,False,True,False,False,False,False,False,0
31,25.11,267,0,0.352,False,True,False,True,False,True,False,False,True,False,False,False,False,1
20,91.8,563,1,0.848,True,False,False,True,False,False,True,True,False,False,False,True,False,1
19,82.66,108,4,0.409,False,True,True,False,False,True,False,True,False,False,False,True,False,0
15,117.17,236,1,0.661,False,False,False,False,False,False,True,True,False,False,False,False,True,1
5,40.94,228,0,0.503,False,False,False,True,False,False,True,False,False,False,False,False,False,1
66,13.64,65,5,0.227,False,False,False,True,False,True,False,False,False,True,False,False,False,0
51,133.51,373,0,0.559,False,True,True,False,False,False,True,False,False,True,False,False,True,0
57,110.46,216,0,0.364,True,False,True,False,False,False,True,False,False,True,False,True,False,0
42,117.4,77,4,0.516,False,False,False,False,False,True,False,False,True,False,False,False,True,1
21,29.76,413,0,0.412,True,False,False,False,False,False,True,True,False,False,False,False,False,0
69,141.26,474,2,0.894,False,False,False,False,False,False,True,False,False,True,False,False,True,1
9,63.18,570,3,0.927,True,False,True,False,False,False,True,True,False,False,True,False,False,1
46,133.18,0,2,0.295,True,False,False,False,True,False,False,False,True,False,False,False,True,1
25,110.09,122,0,0.467,True,False,False,False,False,False,False,False,True,False,False,True,False,0
42,68.84,589,3,0.924,False,False,True,False,False,False,True,False,True,False,True,False,False,0
54,62.06,527,0,0.506,False,False,False,True,True,False,False,False,False,True,True,False,False,0
67,108.48,386,0,0.732,True,False,True,False,False,False,True,False,False,True,False,True,False,1
13,78.1,441,0,0.752,False,False,True,False,False,False,False,True,False,False,True,False,False,1
67,108.49,72,0,0.424,True,False,True,False,False,False,False,False,False,True,False,True,False,0
51,60.59,533,0,0.846,False,False,True,False,True,False,False,False,False,True,True,False,False,0
64,127.97,24,1,0.13,False,False,True,False,False,True,False,False,False,True,False,False,True,1
16,145.75,35,4,0.404,False,True,False,False,False,False,True,True,False,False,False,False,True,0
46,91.09,247,0,0.786,False,True,False,True,False,False,True,False,True,False,False,True,False,0
30,70.47,268,0,0.417,True,False,True,False,False,False,True,False,True,False,True,False,False,0
52,108.62,519,3,0.957,False,False,False,False,False,False,False,False,False,True,False,True,False,0
49,54.34,102,0,0.446,False,False,False,False,False,True,False,False,False,True,True,False,False,1
3,148.34,493,3,0.564,False,False,False,False,False,True,False,False,False,False,False,False,True,1
67,61.35,258,2,0.172,True,False,True,False,False,True,False,False,False,True,True,False,False,1
40,58.53,22,0,0.158,True,False,True,False,False,False,False,False,True,False,True,False,False,0
2,26.8,425,3,0.535,True,False,False,True,False,True,False,False,False,False,False,False,False,1
70,22.53,590,0,0.721,True,False,False,False,False,False,False,False,False,True,False,False,False,1
24,146.25,486,3,0.808,True,False,False,True,False,False,False,True,False,False,False,False,True,0
24,84.7,496,0,0.438,True,False,False,False,False,True,False,True,False,False,False,True,False,0
59,100.57,53,2,0.326,True,False,True,False,False,True,False,False,False,True,False,True,False,0
33,146.78,219,0,0.459,False,False,True,False,False,False,True,False,True,False,False,False,True,1
46,80.81,133,0,0.482,True,False,True,False,True,False,False,False,True,False,True,False,False,1
50,13.44,519,0,0.637,True,False,False,False,False,True,False,False,False,True,False,False,False,0
21,138.7,184,0,0.677,False,False,False,False,False,False,False,True,False,False,False,False,True,1
36,57.19,428,0,0.59,False,False,False,False,True,False,False,False,True,False,True,False,False,1
25,14.88,335,3,0.425,False,False,True,False,False,False,False,False,True,False,False,False,False,1
33,114.24,369,0,0.494,False,False,False,False,False,False,True,False,True,False,False,True,False,1
67,99.16,251,0,0.332,False,False,False,False,False,True,False,False,False,True,False,True,False,0
48,137.95,444,0,0.699,False,False,False,True,False,False,False,False,True,False,False,False,True,1
26,57.66,223,0,0.142,True,False,True,False,False,False,True,False,True,False,True,False,False,0
48,49.33,479,0,0.637,False,False,True,False,False,True,False,False,True,False,True,False,False,1
25,79.32,357,0,0.496,True,False,True,False,True,False,False,False,True,False,True,False,False,0
11,10.07,145,1,0.302,False,True,True,False,False,False,False,True,False,False,False,False,False,0
22,50.72,241,1,0.69,False,False,False,True,False,True,False,True,False,False,True,False,False,1
31,132.16,11,0,0.396,True,False,False,True,False,False,True,False,True,False,False,False,True,0
63,74.38,77,0,0.501,True,False,False,False,False,False,False,False,False,True,True,False,False,1
24,100.24,396,0,0.771,False,True,True,False,False,False,False,True,False,False,False,True,False,0
11,39.25,485,1,0.56,False,False,False,True,False,False,False,True,False,False,False,False,False,1
38,82.06,524,0,0.772,True,False,True,False,False,True,False,False,True,False,False,True,False,0
5,53.79,302,1,0.638,False,False,False,False,True,False,False,False,False,False,True,False,False,1
12,23.16,106,0,0.223,True,False,True,False,True,False,False,True,False,False,False,False,False,0
60,121.93,406,0,0.649,False,False,True,False,False,True,False,False,False,True,False,False,True,0
16,101.64,158,2,0.544,False,False,False,True,False,True,False,True,False,False,False,True,False,1
10,63.33,282,4,0.48,False,False,True,False,False,True,False,True,False,False,True,False,False,1
11,98.92,388,0,0.847,False,False,True,False,False,True,False,True,False,False,False,True,False,1
